instance,orig,preprocessed
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/atco_enc1_opt1_03_56.cnf,109.459,80.1501
/home/v7q8/scratch/2018_SAT_Competition/Porkhunov/mchess_18.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Chen/20180321_110707239_p_cnf_320_1120.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/009-80-8.cnf,983.847,782.386
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/AProVE09-06.cnf,1268.83,561.498
/home/v7q8/scratch/2017_SAT_Competition/mp1-9_12.cnf,2642.31,896.962
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/aaai10-planning-ipc5-TPP-21-step11.cnf,908.971,752.463
/home/v7q8/scratch/2018_SAT_Competition/Heusser/satcoin-genesis-SAT-256.cnf,126.189,44.4521
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/itox_vc1130.cnf,39.5907,2.84713
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/aes_24_4_keyfind_4.cnf,62.4575,2362.38
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/UCG-20-5p0.cnf,800.523,431.991
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/atco_enc1_opt2_10_12.cnf,269.317,190.021
/home/v7q8/scratch/2018_SAT_Competition/Chen/20180322_164245263_p_cnf_320_1120.cnf,476.206,84.7158
/home/v7q8/scratch/2017_SAT_Competition/mp1-bsat192-689.cnf,106.734,94.1626
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/E02F22.cnf,144.02,71.5344
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/6s151.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Chen/20180322_164238439_p_cnf_320_1120.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-gss-36-s100.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-ak128diagodiagoisc.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-ak128boothbg2asisc.cnf,5000.0,0.791832
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.60_4.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-22.4.cnf,2068.22,2061.57
/home/v7q8/scratch/2017_SAT_Competition/g2-hwmcc15deep-6s188-k44.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/UCG-15-10p0.cnf,1092.64,582.846
/home/v7q8/scratch/2018_SAT_Competition/Liang/quadratic_loose_error.c.cnf,417.286,151.687
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/complete-400-0.1-12-98765432140012.cnf,0.085333,0.070858
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.60_6.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-24.3.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Konan/TimetableCNFEncoding_9_UNKNOWN.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.70_0.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Scheel/cms-scheel-md4-families-r24-c5-p1-5-10-12-18.cnf,66.1739,56.9528
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.6_0_1.45_2.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-hwmcc15deep-bob12s02-k16.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/MD5-31-4.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Heusser/satcoin-genesis-SAT-8.cnf,2.31773,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.55_4.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Chen/20180321_110704973_p_cnf_320_1120.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/atco_enc2_opt1_05_21.cnf,102.606,103.713
/home/v7q8/scratch/2017_SAT_Competition/mp1-rubikcube420.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Mayer-Eichberger/7-4-7.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/6s11-opt.cnf,2988.15,2842.79
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.50_0.cnf,59.7405,54.5337
/home/v7q8/scratch/2017_SAT_Competition/mp1-9_34.cnf,339.881,640.105
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/ctl_4291_567_5_unsat_pre.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/6s13-opt.cnf,3254.49,2835.55
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/rbcl_xits_08_UNSAT.cnf,829.041,778.077
/home/v7q8/scratch/2018_SAT_Competition/Ehlers/ex039_33.cnf,648.859,631.242
/home/v7q8/scratch/2018_SAT_Competition/Ehlers/ex067_10.cnf,5000.0,788.377
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/dated-5-13-u.cnf,2322.26,1834.83
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.6_0_1.50_2.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/UCG-15-10p1.cnf,1094.65,944.738
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Heusser/satcoin-genesis-SAT-2048.cnf,2415.93,2413.88
/home/v7q8/scratch/2018_SAT_Competition/Devriendt/le450_15a.col.15.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/MD5-30-5.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Harder/ecarev-110-1031-23-40-8.cnf,450.984,367.754
/home/v7q8/scratch/2018_SAT_Competition/Heule/CNP-5-1900.cnf,118.21,255.05
/home/v7q8/scratch/2018_SAT_Competition/Chowdhury/gto_p50c311.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Scheel/cms-scheel-md4-families-r24-c4-p4-9-13-18.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-hwmcc15deep-intel066-k10.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Manthey/terminator_03_true-unreach-call_true-termination.i.cnf,2657.18,2675.5
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/6s9.cnf,2952.6,2839.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/partial-5-15-s.cnf,190.238,285.015
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/006-22-144.cnf,1537.35,1531.4
/home/v7q8/scratch/2017_SAT_Competition/mp1-rubikcube701.cnf,347.796,308.491
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.6_0_1.50_0.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/stable-400-0.1-5-9876543214005.cnf,5000.0,4954.42
/home/v7q8/scratch/2017_SAT_Competition/mp1-klieber2017s-0500-022-t12.cnf,461.291,232.668
/home/v7q8/scratch/2017_SAT_Competition/mp1-tri_ali_s11_c35_abix_UNS.cnf,79.9693,83.0621
/home/v7q8/scratch/2018_SAT_Competition/Liang/assoc2.c.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-ACG-15-10p1.cnf,1564.86,1191.58
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/atco_enc1_opt1_10_15.cnf,1242.22,975.208
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/MD5-29-3.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Manthey/avg_true-unreach-call.i.cnf,2815.9,2626.13
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.70_6.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Ehlers/ex145_11.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.7_0_1.45_4.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/atco_enc2_opt1_10_21.cnf,109.303,48.2549
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/6s16.cnf,2510.91,2410.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-rubikcube120.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-22.6.cnf,329.715,336.984
/home/v7q8/scratch/2018_SAT_Competition/Heule/CNP-5-1000.cnf,3622.96,398.022
/home/v7q8/scratch/2018_SAT_Competition/Mayer-Eichberger/10-3-13.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-22.5.cnf,5000.0,1703.44
/home/v7q8/scratch/2017_SAT_Competition/mp1-24.7.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-9_4.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Heusser/satcoin-genesis-SAT-128.cnf,20.7394,35.9389
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.70_2.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-hwmcc15deep-oski15a14b04s-k16.cnf,5000.0,3281.08
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/UR-20-10p0.cnf,3810.53,2506.64
/home/v7q8/scratch/2018_SAT_Competition/Mayer-Eichberger/6-4-7.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-hwmcc15deep-6s340rb63-k22.cnf,2842.25,2760.51
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.60_8.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-ak128boothdiagoaig.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/beempgsol2b1.cnf,2749.0,2484.62
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/vmpc_33.cnf,2117.05,291.159
/home/v7q8/scratch/2017_SAT_Competition/g2-test_v7_r7_vr5_c1_s14675.smt2-cvc4.cnf,127.968,46.2554
/home/v7q8/scratch/2017_SAT_Competition/mp1-tri_ali_s11_c35_sinz_UNS.cnf,51.4023,62.2322
/home/v7q8/scratch/2017_SAT_Competition/mp1-9_22.cnf,5000.0,3208.16
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k40.debugged.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/007-80-8.cnf,666.444,494.214
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/stable-400-0.1-2-9876543214002.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Scheel/cms-scheel-md4-families-r24-c6-p1-9-13-16-18-19.cnf,336.484,196.779
/home/v7q8/scratch/2018_SAT_Competition/Ofer/course0.2_2018_3_5.cnf,1506.29,419.626
/home/v7q8/scratch/2017_SAT_Competition/mp1-rubikcube212.cnf,2307.45,2117.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/complete-300-0.1-8-9876543213008.cnf,0.04966,0.038228
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/002-23-96.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-tri_ali_s11_c35_abio_UNS.cnf,89.1716,68.2669
/home/v7q8/scratch/2017_SAT_Competition/mp1-22.7.cnf,121.832,122.981
/home/v7q8/scratch/2018_SAT_Competition/Chowdhury/gto_p60c231_1.cnf,91.9781,0.006926
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/004-80-8.cnf,770.063,546.778
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/manol-pipe-c10nid_i.cnf,2951.78,2906.4
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.6_0_1.45_4.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/bob12m02-opt.cnf,3032.16,2844.11
/home/v7q8/scratch/2017_SAT_Competition/mp1-rubikcube220.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-22.1.cnf,32.7712,32.3451
/home/v7q8/scratch/2018_SAT_Competition/Chen/20180321_140826713_p_cnf_320_1120.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/6s131-opt.cnf,2680.94,2692.39
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/beempgsol5b1.cnf,2541.88,2496.83
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/q_query_3_l46_lambda.cnf,153.74,165.342
/home/v7q8/scratch/2018_SAT_Competition/Zha/factoring94418953x321534781.cnf,5000.0,629.409
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/7pipe_k.cnf,2535.74,2403.15
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.70_8.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-9_25.cnf,795.574,1222.53
/home/v7q8/scratch/2018_SAT_Competition/Heusser/satcoin-genesis-SAT-4096.cnf,2870.17,2433.98
/home/v7q8/scratch/2017_SAT_Competition/mp1-blockpuzzle_9x9_s5_free3.cnf,155.543,156.594
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.70_4.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-hwmcc15deep-bobpcihm-k31.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-squ_ali_s10x10_c39_bail_SAT.cnf,479.203,70.1326
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/010-80-12.cnf,1190.14,835.349
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/ctl_3791_556_unsat_pre.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Chen/20180326_095804286_p_cnf_320_1120.cnf,2721.31,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-klieber2017s-0300-035-t12.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-squ_any_s09x07_c27_abio_UNS.cnf,502.427,347.417
/home/v7q8/scratch/2018_SAT_Competition/Scheel/cms-scheel-md4-families-r24-c5-p1-8-9-16-19.cnf,504.911,185.618
/home/v7q8/scratch/2017_SAT_Competition/mp1-21.0.cnf,60.5143,56.3481
/home/v7q8/scratch/2018_SAT_Competition/Mayer-Eichberger/8-4-10.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-24.9.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Chowdhury/gto_p50c345.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Liang/dist5.c.cnf,477.778,394.219
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/6s133.cnf,2740.25,2624.18
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/UR-15-10p0.cnf,1127.54,869.42
/home/v7q8/scratch/2017_SAT_Competition/g2-ak128astepbg2msisc.cnf,5000.0,4538.82
/home/v7q8/scratch/2017_SAT_Competition/mp1-rubikcube012.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Harder/ecarev-110-1031-23-40-3.cnf,22.8071,109.049
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/ACG-15-10p0.cnf,1363.98,884.062
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/hitag2-10-60-0-0x8edc44db7837bbf-65.cnf,2300.57,1790.73
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/010-22-144.cnf,1524.99,1418.47
/home/v7q8/scratch/2018_SAT_Competition/Scheel/cms-scheel-md5-families-r24-c8-p0-3-5-6-14-16-18-19.cnf,1407.18,266.066
/home/v7q8/scratch/2017_SAT_Competition/mp1-22.9.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-klieber2017s-1600-022-eq.cnf,1734.22,1710.05
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/6s184.cnf,2902.78,2794.07
/home/v7q8/scratch/2018_SAT_Competition/Scheel/cms-scheel-md4-families-r24-c4-p6-13-17-19.cnf,421.508,130.185
/home/v7q8/scratch/2017_SAT_Competition/g2-mizh-md5-47-5.cnf,1158.18,105.128
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/q_query_3_l45_lambda.cnf,160.406,161.335
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/stable-400-0.1-4-9876543214004.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-hwmcc15deep-6s341r-k19.cnf,2734.49,2626.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/aes_32_2_keyfind_1.cnf,5000.0,1627.56
/home/v7q8/scratch/2017_SAT_Competition/mp1-klieber2017s-1200-022-eq.cnf,1343.19,1382.98
/home/v7q8/scratch/2018_SAT_Competition/Heule/CNP-5-1300.cnf,499.646,908.457
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/gss-22-s100.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/9dlx_vliw_at_b_iq3.cnf,2464.44,2416.17
/home/v7q8/scratch/2018_SAT_Competition/Heusser/satcoin-genesis-SAT-4.cnf,5000.0,1.52658
/home/v7q8/scratch/2017_SAT_Competition/mp1-9_27.cnf,282.399,6.40228
/home/v7q8/scratch/2018_SAT_Competition/Zha/factoring29986577x29986577.cnf,315.995,132.548
/home/v7q8/scratch/2017_SAT_Competition/mp1-blockpuzzle_9x9_s1_free10.cnf,2771.11,2371.69
/home/v7q8/scratch/2017_SAT_Competition/mp1-blockpuzzle_5x12_s6_free3.cnf,216.995,177.779
/home/v7q8/scratch/2017_SAT_Competition/g2-hwmcc15deep-oski15a10b10s-k20.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/minandmaxor128.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Chowdhury/gto_p60c233.cnf,142.492,0.006844
/home/v7q8/scratch/2018_SAT_Competition/Xiao/Nb8T62.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Manthey/pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf,1803.36,1797.33
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/stable-400-0.1-7-9876543214007.cnf,1456.35,1459.85
/home/v7q8/scratch/2017_SAT_Competition/g2-UCG-20-5p1.cnf,952.51,368.638
/home/v7q8/scratch/2018_SAT_Competition/Chen/20180322_164241842_p_cnf_320_1120.cnf,5000.0,3612.37
/home/v7q8/scratch/2018_SAT_Competition/Zha/factoring39916801x54018521.cnf,1073.81,112.191
/home/v7q8/scratch/2017_SAT_Competition/g2-hwmcc15deep-6s44-k40.cnf,4163.5,4465.18
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.50_4.cnf,113.565,107.477
/home/v7q8/scratch/2018_SAT_Competition/Porkhunov/mchess_19.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/partial-10-17-s.cnf,5000.0,1439.43
/home/v7q8/scratch/2018_SAT_Competition/Harder/ecarev-110-1031-23-40-7.cnf,264.154,153.285
/home/v7q8/scratch/2017_SAT_Competition/mp1-21.3.cnf,162.474,51.9982
/home/v7q8/scratch/2018_SAT_Competition/Heusser/satcoin-genesis-SAT-64.cnf,2374.78,21.6567
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,23.4745,14.6956
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/ACG-20-5p0.cnf,1559.04,814.808
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.50_6.cnf,58.3479,53.261
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/SAT_dat.k85-24_1_rule_2.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/6s153.cnf,2432.02,443.474
/home/v7q8/scratch/2017_SAT_Competition/g2-gss-28-s100.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Harder/ecarev-110-1031-23-40-1.cnf,420.168,275.074
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/6s16-opt.cnf,2404.21,2830.27
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/atco_enc1_opt2_20_12.cnf,1363.78,1099.92
/home/v7q8/scratch/2017_SAT_Competition/mp1-rubikcube820.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-rubikcube912.cnf,2117.32,1992.75
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.7_0_1.45_2.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Ehlers/ex065_25.cnf,441.523,433.655
/home/v7q8/scratch/2017_SAT_Competition/mp1-9_44.cnf,1035.74,26.8805
/home/v7q8/scratch/2017_SAT_Competition/mp1-Nb7T46.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/9dlx_vliw_at_b_iq4.cnf,2537.56,2473.24
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,2767.03,2736.28
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/MD5-30-2.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-hwmcc15deep-6s44-k38.cnf,3383.11,3538.2
/home/v7q8/scratch/2017_SAT_Competition/mp1-rubikcube031.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-UCG-15-10p1.cnf,1092.73,959.878
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/010-22-160.cnf,509.055,456.639
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/hitag2-10-60-0-0xfee9637399d85a2-78.cnf,1434.62,1764.62
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/SAT_dat.k85-24_1_rule_1.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-klieber2017s-1000-024-eq.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/rbcl_xits_14_SAT.cnf,888.945,6.19484
/home/v7q8/scratch/2018_SAT_Competition/Scheel/cms-scheel-md4-families-r24-c5-p0-5-11-13-18.cnf,97.9874,87.2799
/home/v7q8/scratch/2017_SAT_Competition/mp1-9_29.cnf,7.96776,29.1131
/home/v7q8/scratch/2018_SAT_Competition/Ofer/course_flat_0.12_2018_3_3.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Chen/20180322_164223076_p_cnf_320_1120.cnf,5000.0,1489.61
/home/v7q8/scratch/2018_SAT_Competition/Chowdhury/gto_p60c243.cnf,246.992,0.008097
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/hitag2-10-60-0-0x0ffdbe60727f161-57.cnf,1271.95,1095.71
/home/v7q8/scratch/2018_SAT_Competition/Xiao/Nb11T118.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/aes_32_3_keyfind_1.cnf,1346.67,334.816
/home/v7q8/scratch/2018_SAT_Competition/Zha/prime_200560490131.cnf,266.646,197.805
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/bob12m02.cnf,3224.13,2721.65
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/ACG-20-10p1.cnf,3877.14,1772.16
/home/v7q8/scratch/2018_SAT_Competition/Chen/20180326_095805836_p_cnf_320_1120.cnf,4.28076,28.3338
/home/v7q8/scratch/2017_SAT_Competition/mp1-rubikcube512.cnf,4455.53,2394.4
/home/v7q8/scratch/2017_SAT_Competition/mp1-Nb6T29.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/g2-ak128modasbg1sbisc.cnf,85.6912,0.782996
/home/v7q8/scratch/2017_SAT_Competition/mp1-squ_ali_s10x10_c39_abio_SAT.cnf,1990.2,16.3155
/home/v7q8/scratch/2018_SAT_Competition/Heule/CNP-5-1200.cnf,956.749,42.8981
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/hitag2-10-60-0-0xe6754daf48162bf-46.cnf,2116.63,2018.07
/home/v7q8/scratch/2017_SAT_Competition/mp1-klieber2017s-0490-022-t12.cnf,711.09,414.46
/home/v7q8/scratch/2017_SAT_Competition/g2-hwmcc15deep-oski15a14b30s-k24.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/MD5-30-1.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/002-80-12.cnf,600.722,698.414
/home/v7q8/scratch/2017_SAT_Competition/g2-hwmcc15deep-6s33-k33.cnf,1307.98,1177.63
/home/v7q8/scratch/2018_SAT_Competition/Xiao/Nb14T194.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-blockpuzzle_5x10_s8_free3.cnf,130.754,124.708
/home/v7q8/scratch/2018_SAT_Competition/Chen/20180326_095801070_p_cnf_320_1120.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Heusser/satcoin-genesis-SAT-3.cnf,1.48547,0.769057
/home/v7q8/scratch/2017_SAT_Competition/g2-ak128boothboothisc.cnf,5000.0,5000.0
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/complete-500-0.1-7-9876543215007.cnf,0.148728,0.126294
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/hitag2-7-60-0-0xe8fa35372ed37e2-80.cnf,4686.1,4073.35
/home/v7q8/scratch/2018_SAT_Competition/Liang/dist6.c.cnf,456.473,387.407
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/post-cbmc-aes-d-r2.cnf,591.459,556.392
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/q_query_3_l48_lambda.cnf,169.142,172.576
/home/v7q8/scratch/2017_SAT_Competition/mp1-blockpuzzle_7x10_s9_free6.cnf,123.168,103.788
/home/v7q8/scratch/2018_SAT_Competition/Scheel/cms-scheel-md5-families-r24-c7-p1-5-6-12-16-18-19.cnf,1032.02,1121.24
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/hitag2-8-60-0-0xdcdbc8bf368ee73-37.cnf,3356.59,2071.38
/home/v7q8/scratch/2017_SAT_Competition/mp1-23.1.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Porkhunov/mchess_20.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Chowdhury/gto_p60c239.cnf,151.147,0.007444
/home/v7q8/scratch/2018_SAT_Competition/Devriendt/le450_15b.col.15.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.8_0_1.55_8.cnf,5000.0,5000.0
/home/v7q8/scratch/2017_SAT_Competition/mp1-ps_5000_21250_3_0_0.6_0_1.50_6.cnf,5000.0,5000.0
/home/v7q8/scratch/2018_SAT_Competition/Heule/CNP-5-1600.cnf,131.19,189.85
/home/v7q8/scratch/2014_SAT_Competition/sc14-app/aaai10-planning-ipc5-pathways-17-step21.cnf,3734.17,70.4447
